attributes,datatype,date,station,value
",,W,",PGTM,2017-02-20T00:00:00,GHCND:USW00013969,1313
",,W,",PGTM,2017-08-16T00:00:00,GHCND:USW00013969,1841
",,W,",PGTM,2017-12-31T00:00:00,GHCND:USW00013969,1137
