attributes,datatype,date,station,value
",,W,",PGTM,2017-03-10T00:00:00,GHCND:USW00013986,46
",,W,",PGTM,2017-03-11T00:00:00,GHCND:USW00013986,1438
",,W,",PGTM,2017-03-12T00:00:00,GHCND:USW00013986,1424
",,W,",PGTM,2017-03-13T00:00:00,GHCND:USW00013986,826
",,W,",PGTM,2017-03-14T00:00:00,GHCND:USW00013986,1209
",,W,",PGTM,2017-03-15T00:00:00,GHCND:USW00013986,1440
",,W,",PGTM,2017-03-16T00:00:00,GHCND:USW00013986,1356
",,W,",PGTM,2017-03-17T00:00:00,GHCND:USW00013986,1133
",,W,",PGTM,2017-03-18T00:00:00,GHCND:USW00013986,1605
",,W,",PGTM,2017-03-19T00:00:00,GHCND:USW00013986,1219
",,W,",PGTM,2017-03-20T00:00:00,GHCND:USW00013986,1307
",,W,",PGTM,2017-03-21T00:00:00,GHCND:USW00013986,1256
",,W,",PGTM,2017-03-22T00:00:00,GHCND:USW00013986,341
",,W,",PGTM,2017-03-23T00:00:00,GHCND:USW00013986,1536
",,W,",PGTM,2017-03-24T00:00:00,GHCND:USW00013986,331
",,W,",PGTM,2017-03-25T00:00:00,GHCND:USW00013986,329
",,W,",PGTM,2017-03-26T00:00:00,GHCND:USW00013986,2030
",,W,",PGTM,2017-03-27T00:00:00,GHCND:USW00013986,233
",,W,",PGTM,2017-03-28T00:00:00,GHCND:USW00013986,1737
",,W,",PGTM,2017-03-29T00:00:00,GHCND:USW00013986,1209
",,W,",PGTM,2017-03-30T00:00:00,GHCND:USW00013986,413
",,W,",PGTM,2017-03-31T00:00:00,GHCND:USW00013986,1141
",,W,",PGTM,2017-04-01T00:00:00,GHCND:USW00013986,548
",,W,",PGTM,2017-04-02T00:00:00,GHCND:USW00013986,1754
",,W,",PGTM,2017-04-03T00:00:00,GHCND:USW00013986,2205
",,W,",PGTM,2017-04-04T00:00:00,GHCND:USW00013986,1824
",,W,",PGTM,2017-04-05T00:00:00,GHCND:USW00013986,1210
",,W,",PGTM,2017-04-06T00:00:00,GHCND:USW00013986,1328
",,W,",PGTM,2017-04-07T00:00:00,GHCND:USW00013986,1448
",,W,",PGTM,2017-04-08T00:00:00,GHCND:USW00013986,2259
",,W,",PGTM,2017-04-09T00:00:00,GHCND:USW00013986,2347
",,W,",PGTM,2017-04-10T00:00:00,GHCND:USW00013986,618
",,W,",PGTM,2017-04-11T00:00:00,GHCND:USW00013986,1647
",,W,",PGTM,2017-04-12T00:00:00,GHCND:USW00013986,1257
",,W,",PGTM,2017-04-13T00:00:00,GHCND:USW00013986,1649
",,W,",PGTM,2017-04-14T00:00:00,GHCND:USW00013986,1559
",,W,",PGTM,2017-04-15T00:00:00,GHCND:USW00013986,41
",,W,",PGTM,2017-04-16T00:00:00,GHCND:USW00013986,1518
",,W,",PGTM,2017-04-17T00:00:00,GHCND:USW00013986,1231
",,W,",PGTM,2017-04-18T00:00:00,GHCND:USW00013986,1639
",,W,",PGTM,2017-04-19T00:00:00,GHCND:USW00013986,1329
",,W,",PGTM,2017-04-20T00:00:00,GHCND:USW00013986,908
",,W,",PGTM,2017-04-21T00:00:00,GHCND:USW00013986,1052
",,W,",PGTM,2017-04-22T00:00:00,GHCND:USW00013986,1358
",,W,",PGTM,2017-04-23T00:00:00,GHCND:USW00013986,1618
",,W,",PGTM,2017-04-24T00:00:00,GHCND:USW00013986,1041
",,W,",PGTM,2017-04-25T00:00:00,GHCND:USW00013986,2000
",,W,",PGTM,2017-04-26T00:00:00,GHCND:USW00013986,642
",,W,",PGTM,2017-04-27T00:00:00,GHCND:USW00013986,2306
",,W,",PGTM,2017-04-28T00:00:00,GHCND:USW00013986,2152
",,W,",PGTM,2017-04-29T00:00:00,GHCND:USW00013986,2354
",,W,",PGTM,2017-04-30T00:00:00,GHCND:USW00013986,37
",,W,",PGTM,2017-05-01T00:00:00,GHCND:USW00013986,1118
",,W,",PGTM,2017-05-02T00:00:00,GHCND:USW00013986,2356
",,W,",PGTM,2017-05-03T00:00:00,GHCND:USW00013986,1757
",,W,",PGTM,2017-05-04T00:00:00,GHCND:USW00013986,1254
",,W,",PGTM,2017-05-05T00:00:00,GHCND:USW00013986,1450
",,W,",PGTM,2017-05-06T00:00:00,GHCND:USW00013986,1935
",,W,",PGTM,2017-05-07T00:00:00,GHCND:USW00013986,1549
",,W,",PGTM,2017-05-08T00:00:00,GHCND:USW00013986,1340
",,W,",PGTM,2017-05-09T00:00:00,GHCND:USW00013986,1446
",,W,",PGTM,2017-05-10T00:00:00,GHCND:USW00013986,1052
",,W,",PGTM,2017-05-11T00:00:00,GHCND:USW00013986,429
",,W,",PGTM,2017-05-12T00:00:00,GHCND:USW00013986,1240
",,W,",PGTM,2017-05-13T00:00:00,GHCND:USW00013986,703
",,W,",PGTM,2017-05-14T00:00:00,GHCND:USW00013986,1156
",,W,",PGTM,2017-05-15T00:00:00,GHCND:USW00013986,1726
",,W,",PGTM,2017-05-16T00:00:00,GHCND:USW00013986,2335
",,W,",PGTM,2017-05-17T00:00:00,GHCND:USW00013986,0
",,W,",PGTM,2017-05-18T00:00:00,GHCND:USW00013986,1700
",,W,",PGTM,2017-05-19T00:00:00,GHCND:USW00013986,2336
",,W,",PGTM,2017-05-20T00:00:00,GHCND:USW00013986,1504
",,W,",PGTM,2017-05-21T00:00:00,GHCND:USW00013986,1241
",,W,",PGTM,2017-05-22T00:00:00,GHCND:USW00013986,1019
",,W,",PGTM,2017-05-23T00:00:00,GHCND:USW00013986,1514
",,W,",PGTM,2017-05-24T00:00:00,GHCND:USW00013986,808
",,W,",PGTM,2017-05-25T00:00:00,GHCND:USW00013986,928
",,W,",PGTM,2017-05-26T00:00:00,GHCND:USW00013986,41
",,W,",PGTM,2017-05-27T00:00:00,GHCND:USW00013986,835
",,W,",PGTM,2017-05-28T00:00:00,GHCND:USW00013986,234
",,W,",PGTM,2017-05-29T00:00:00,GHCND:USW00013986,1650
",,W,",PGTM,2017-05-30T00:00:00,GHCND:USW00013986,1442
",,W,",PGTM,2017-05-31T00:00:00,GHCND:USW00013986,1506
",,W,",PGTM,2017-06-01T00:00:00,GHCND:USW00013986,1316
",,W,",PGTM,2017-06-02T00:00:00,GHCND:USW00013986,1453
",,W,",PGTM,2017-06-03T00:00:00,GHCND:USW00013986,1507
",,W,",PGTM,2017-06-04T00:00:00,GHCND:USW00013986,1749
",,W,",PGTM,2017-06-05T00:00:00,GHCND:USW00013986,1447
",,W,",PGTM,2017-06-06T00:00:00,GHCND:USW00013986,1656
",,W,",PGTM,2017-06-07T00:00:00,GHCND:USW00013986,2014
",,W,",PGTM,2017-06-08T00:00:00,GHCND:USW00013986,1402
",,W,",PGTM,2017-06-09T00:00:00,GHCND:USW00013986,2243
",,W,",PGTM,2017-06-10T00:00:00,GHCND:USW00013986,1347
",,W,",PGTM,2017-06-11T00:00:00,GHCND:USW00013986,1524
",,W,",PGTM,2017-06-12T00:00:00,GHCND:USW00013986,1644
",,W,",PGTM,2017-06-13T00:00:00,GHCND:USW00013986,1554
",,W,",PGTM,2017-06-14T00:00:00,GHCND:USW00013986,123
",,W,",PGTM,2017-06-15T00:00:00,GHCND:USW00013986,1748
",,W,",PGTM,2017-06-16T00:00:00,GHCND:USW00013986,1535
",,W,",PGTM,2017-06-17T00:00:00,GHCND:USW00013986,2125
",,W,",PGTM,2017-06-18T00:00:00,GHCND:USW00013986,311
",,W,",PGTM,2017-06-19T00:00:00,GHCND:USW00013986,1416
",,W,",PGTM,2017-06-20T00:00:00,GHCND:USW00013986,2134
",,W,",PGTM,2017-06-21T00:00:00,GHCND:USW00013986,1641
",,W,",PGTM,2017-06-22T00:00:00,GHCND:USW00013986,2303
",,W,",PGTM,2017-06-23T00:00:00,GHCND:USW00013986,213
",,W,",PGTM,2017-06-24T00:00:00,GHCND:USW00013986,1619
",,W,",PGTM,2017-06-25T00:00:00,GHCND:USW00013986,1508
",,W,",PGTM,2017-06-26T00:00:00,GHCND:USW00013986,1956
",,W,",PGTM,2017-06-27T00:00:00,GHCND:USW00013986,1649
",,W,",PGTM,2017-06-28T00:00:00,GHCND:USW00013986,1433
",,W,",PGTM,2017-06-29T00:00:00,GHCND:USW00013986,2301
",,W,",PGTM,2017-06-30T00:00:00,GHCND:USW00013986,48
",,W,",PGTM,2017-07-01T00:00:00,GHCND:USW00013986,1720
",,W,",PGTM,2017-07-02T00:00:00,GHCND:USW00013986,1339
",,W,",PGTM,2017-07-03T00:00:00,GHCND:USW00013986,208
",,W,",PGTM,2017-07-04T00:00:00,GHCND:USW00013986,1602
",,W,",PGTM,2017-07-05T00:00:00,GHCND:USW00013986,1304
",,W,",PGTM,2017-07-06T00:00:00,GHCND:USW00013986,1625
",,W,",PGTM,2017-07-07T00:00:00,GHCND:USW00013986,1124
",,W,",PGTM,2017-07-08T00:00:00,GHCND:USW00013986,1629
",,W,",PGTM,2017-07-09T00:00:00,GHCND:USW00013986,1445
",,W,",PGTM,2017-07-10T00:00:00,GHCND:USW00013986,1629
",,W,",PGTM,2017-07-11T00:00:00,GHCND:USW00013986,1625
",,W,",PGTM,2017-07-12T00:00:00,GHCND:USW00013986,1544
",,W,",PGTM,2017-07-13T00:00:00,GHCND:USW00013986,1540
",,W,",PGTM,2017-07-14T00:00:00,GHCND:USW00013986,116
",,W,",PGTM,2017-07-15T00:00:00,GHCND:USW00013986,1051
",,W,",PGTM,2017-07-16T00:00:00,GHCND:USW00013986,1425
",,W,",PGTM,2017-07-17T00:00:00,GHCND:USW00013986,1444
",,W,",PGTM,2017-07-18T00:00:00,GHCND:USW00013986,1337
",,W,",PGTM,2017-07-19T00:00:00,GHCND:USW00013986,1249
",,W,",PGTM,2017-07-20T00:00:00,GHCND:USW00013986,1309
",,W,",PGTM,2017-07-21T00:00:00,GHCND:USW00013986,1251
",,W,",PGTM,2017-07-22T00:00:00,GHCND:USW00013986,1915
",,W,",PGTM,2017-07-23T00:00:00,GHCND:USW00013986,236
",,W,",PGTM,2017-07-24T00:00:00,GHCND:USW00013986,1336
",,W,",PGTM,2017-07-25T00:00:00,GHCND:USW00013986,1023
",,W,",PGTM,2017-07-26T00:00:00,GHCND:USW00013986,1427
",,W,",PGTM,2017-07-27T00:00:00,GHCND:USW00013986,1207
",,W,",PGTM,2017-07-28T00:00:00,GHCND:USW00013986,1400
",,W,",PGTM,2017-07-29T00:00:00,GHCND:USW00013986,1428
",,W,",PGTM,2017-07-30T00:00:00,GHCND:USW00013986,1545
",,W,",PGTM,2017-07-31T00:00:00,GHCND:USW00013986,1842
",,W,",PGTM,2017-08-01T00:00:00,GHCND:USW00013986,1430
",,W,",PGTM,2017-08-02T00:00:00,GHCND:USW00013986,1533
",,W,",PGTM,2017-08-03T00:00:00,GHCND:USW00013986,1622
",,W,",PGTM,2017-08-04T00:00:00,GHCND:USW00013986,1423
",,W,",PGTM,2017-08-05T00:00:00,GHCND:USW00013986,1625
",,W,",PGTM,2017-08-06T00:00:00,GHCND:USW00013986,1330
",,W,",PGTM,2017-08-07T00:00:00,GHCND:USW00013986,1558
",,W,",PGTM,2017-08-08T00:00:00,GHCND:USW00013986,1358
",,W,",PGTM,2017-08-09T00:00:00,GHCND:USW00013986,1847
",,W,",PGTM,2017-08-10T00:00:00,GHCND:USW00013986,1356
",,W,",PGTM,2017-08-11T00:00:00,GHCND:USW00013986,300
",,W,",PGTM,2017-08-12T00:00:00,GHCND:USW00013986,1345
",,W,",PGTM,2017-08-13T00:00:00,GHCND:USW00013986,1120
",,W,",PGTM,2017-08-14T00:00:00,GHCND:USW00013986,1251
",,W,",PGTM,2017-08-15T00:00:00,GHCND:USW00013986,1431
",,W,",PGTM,2017-08-16T00:00:00,GHCND:USW00013986,926
",,W,",PGTM,2017-08-17T00:00:00,GHCND:USW00013986,840
",,W,",PGTM,2017-08-18T00:00:00,GHCND:USW00013986,107
",,W,",PGTM,2017-08-19T00:00:00,GHCND:USW00013986,1812
",,W,",PGTM,2017-08-20T00:00:00,GHCND:USW00013986,1635
",,W,",PGTM,2017-08-21T00:00:00,GHCND:USW00013986,451
",,W,",PGTM,2017-08-22T00:00:00,GHCND:USW00013986,1304
",,W,",PGTM,2017-08-23T00:00:00,GHCND:USW00013986,1614
",,W,",PGTM,2017-08-24T00:00:00,GHCND:USW00013986,1435
",,W,",PGTM,2017-08-25T00:00:00,GHCND:USW00013986,1323
",,W,",PGTM,2017-08-26T00:00:00,GHCND:USW00013986,1047
",,W,",PGTM,2017-08-27T00:00:00,GHCND:USW00013986,730
",,W,",PGTM,2017-08-28T00:00:00,GHCND:USW00013986,1512
",,W,",PGTM,2017-08-29T00:00:00,GHCND:USW00013986,1215
",,W,",PGTM,2017-08-30T00:00:00,GHCND:USW00013986,1555
",,W,",PGTM,2017-08-31T00:00:00,GHCND:USW00013986,1148
",,W,",PGTM,2017-09-01T00:00:00,GHCND:USW00013986,1136
",,W,",PGTM,2017-09-02T00:00:00,GHCND:USW00013986,405
",,W,",PGTM,2017-09-03T00:00:00,GHCND:USW00013986,1622
",,W,",PGTM,2017-09-04T00:00:00,GHCND:USW00013986,1745
",,W,",PGTM,2017-09-05T00:00:00,GHCND:USW00013986,1234
",,W,",PGTM,2017-09-06T00:00:00,GHCND:USW00013986,1243
",,W,",PGTM,2017-09-07T00:00:00,GHCND:USW00013986,1609
",,W,",PGTM,2017-09-08T00:00:00,GHCND:USW00013986,1411
",,W,",PGTM,2017-09-09T00:00:00,GHCND:USW00013986,1410
",,W,",PGTM,2017-09-10T00:00:00,GHCND:USW00013986,1212
",,W,",PGTM,2017-09-11T00:00:00,GHCND:USW00013986,1215
",,W,",PGTM,2017-09-12T00:00:00,GHCND:USW00013986,1201
",,W,",PGTM,2017-09-13T00:00:00,GHCND:USW00013986,1725
",,W,",PGTM,2017-09-14T00:00:00,GHCND:USW00013986,1405
",,W,",PGTM,2017-09-15T00:00:00,GHCND:USW00013986,637
",,W,",PGTM,2017-09-16T00:00:00,GHCND:USW00013986,1958
",,W,",PGTM,2017-09-17T00:00:00,GHCND:USW00013986,919
",,W,",PGTM,2017-09-18T00:00:00,GHCND:USW00013986,1526
",,W,",PGTM,2017-09-19T00:00:00,GHCND:USW00013986,1537
",,W,",PGTM,2017-09-20T00:00:00,GHCND:USW00013986,133
",,W,",PGTM,2017-09-21T00:00:00,GHCND:USW00013986,1706
",,W,",PGTM,2017-09-22T00:00:00,GHCND:USW00013986,1400
",,W,",PGTM,2017-09-23T00:00:00,GHCND:USW00013986,1548
",,W,",PGTM,2017-09-24T00:00:00,GHCND:USW00013986,1007
",,W,",PGTM,2017-09-25T00:00:00,GHCND:USW00013986,812
",,W,",PGTM,2017-09-26T00:00:00,GHCND:USW00013986,550
",,W,",PGTM,2017-09-27T00:00:00,GHCND:USW00013986,1512
",,W,",PGTM,2017-09-28T00:00:00,GHCND:USW00013986,1316
",,W,",PGTM,2017-09-29T00:00:00,GHCND:USW00013986,1232
",,W,",PGTM,2017-09-30T00:00:00,GHCND:USW00013986,1417
",,W,",PGTM,2017-10-01T00:00:00,GHCND:USW00013986,1730
",,W,",PGTM,2017-10-02T00:00:00,GHCND:USW00013986,1538
",,W,",PGTM,2017-10-03T00:00:00,GHCND:USW00013986,24
",,W,",PGTM,2017-10-04T00:00:00,GHCND:USW00013986,747
",,W,",PGTM,2017-10-05T00:00:00,GHCND:USW00013986,813
",,W,",PGTM,2017-10-06T00:00:00,GHCND:USW00013986,2048
",,W,",PGTM,2017-10-07T00:00:00,GHCND:USW00013986,234
",,W,",PGTM,2017-10-08T00:00:00,GHCND:USW00013986,1403
",,W,",PGTM,2017-10-09T00:00:00,GHCND:USW00013986,1724
",,W,",PGTM,2017-10-10T00:00:00,GHCND:USW00013986,8
",,W,",PGTM,2017-10-11T00:00:00,GHCND:USW00013986,1606
",,W,",PGTM,2017-10-12T00:00:00,GHCND:USW00013986,1456
",,W,",PGTM,2017-10-13T00:00:00,GHCND:USW00013986,208
",,W,",PGTM,2017-10-14T00:00:00,GHCND:USW00013986,2055
",,W,",PGTM,2017-10-15T00:00:00,GHCND:USW00013986,4
",,W,",PGTM,2017-10-16T00:00:00,GHCND:USW00013986,1331
",,W,",PGTM,2017-10-17T00:00:00,GHCND:USW00013986,1507
",,W,",PGTM,2017-10-18T00:00:00,GHCND:USW00013986,1301
",,W,",PGTM,2017-10-19T00:00:00,GHCND:USW00013986,1508
",,W,",PGTM,2017-10-20T00:00:00,GHCND:USW00013986,1529
",,W,",PGTM,2017-10-21T00:00:00,GHCND:USW00013986,1016
",,W,",PGTM,2017-10-22T00:00:00,GHCND:USW00013986,1129
",,W,",PGTM,2017-10-23T00:00:00,GHCND:USW00013986,1433
",,W,",PGTM,2017-10-24T00:00:00,GHCND:USW00013986,1002
",,W,",PGTM,2017-10-25T00:00:00,GHCND:USW00013986,1244
",,W,",PGTM,2017-10-26T00:00:00,GHCND:USW00013986,1427
",,W,",PGTM,2017-10-27T00:00:00,GHCND:USW00013986,933
",,W,",PGTM,2017-10-28T00:00:00,GHCND:USW00013986,1547
",,W,",PGTM,2017-10-29T00:00:00,GHCND:USW00013986,2045
",,W,",PGTM,2017-10-30T00:00:00,GHCND:USW00013986,1510
",,W,",PGTM,2017-10-31T00:00:00,GHCND:USW00013986,1526
",,W,",PGTM,2017-11-01T00:00:00,GHCND:USW00013986,913
",,W,",PGTM,2017-11-02T00:00:00,GHCND:USW00013986,1306
",,W,",PGTM,2017-11-03T00:00:00,GHCND:USW00013986,511
",,W,",PGTM,2017-11-04T00:00:00,GHCND:USW00013986,1835
",,W,",PGTM,2017-11-05T00:00:00,GHCND:USW00013986,944
",,W,",PGTM,2017-11-06T00:00:00,GHCND:USW00013986,1101
",,W,",PGTM,2017-11-07T00:00:00,GHCND:USW00013986,1020
",,W,",PGTM,2017-11-08T00:00:00,GHCND:USW00013986,100
",,W,",PGTM,2017-11-09T00:00:00,GHCND:USW00013986,1601
",,W,",PGTM,2017-11-10T00:00:00,GHCND:USW00013986,1557
",,W,",PGTM,2017-11-11T00:00:00,GHCND:USW00013986,602
",,W,",PGTM,2017-11-12T00:00:00,GHCND:USW00013986,903
",,W,",PGTM,2017-11-13T00:00:00,GHCND:USW00013986,1132
",,W,",PGTM,2017-11-14T00:00:00,GHCND:USW00013986,1754
",,W,",PGTM,2017-11-15T00:00:00,GHCND:USW00013986,512
",,W,",PGTM,2017-11-16T00:00:00,GHCND:USW00013986,1127
",,W,",PGTM,2017-11-17T00:00:00,GHCND:USW00013986,220
",,W,",PGTM,2017-11-18T00:00:00,GHCND:USW00013986,1340
",,W,",PGTM,2017-11-19T00:00:00,GHCND:USW00013986,1508
",,W,",PGTM,2017-11-20T00:00:00,GHCND:USW00013986,1019
",,W,",PGTM,2017-11-21T00:00:00,GHCND:USW00013986,944
",,W,",PGTM,2017-11-22T00:00:00,GHCND:USW00013986,1546
",,W,",PGTM,2017-11-23T00:00:00,GHCND:USW00013986,1001
",,W,",PGTM,2017-11-24T00:00:00,GHCND:USW00013986,1631
",,W,",PGTM,2017-11-25T00:00:00,GHCND:USW00013986,136
",,W,",PGTM,2017-11-26T00:00:00,GHCND:USW00013986,1056
",,W,",PGTM,2017-11-27T00:00:00,GHCND:USW00013986,1608
",,W,",PGTM,2017-11-28T00:00:00,GHCND:USW00013986,1324
",,W,",PGTM,2017-11-29T00:00:00,GHCND:USW00013986,11
",,W,",PGTM,2017-11-30T00:00:00,GHCND:USW00013986,506
",,W,",PGTM,2017-12-01T00:00:00,GHCND:USW00013986,1427
",,W,",PGTM,2017-12-02T00:00:00,GHCND:USW00013986,1102
",,W,",PGTM,2017-12-03T00:00:00,GHCND:USW00013986,2043
",,W,",PGTM,2017-12-04T00:00:00,GHCND:USW00013986,1528
",,W,",PGTM,2017-12-05T00:00:00,GHCND:USW00013986,1500
",,W,",PGTM,2017-12-06T00:00:00,GHCND:USW00013986,1224
",,W,",PGTM,2017-12-07T00:00:00,GHCND:USW00013986,11
",,W,",PGTM,2017-12-08T00:00:00,GHCND:USW00013986,1338
",,W,",PGTM,2017-12-09T00:00:00,GHCND:USW00013986,1229
",,W,",PGTM,2017-12-10T00:00:00,GHCND:USW00013986,1230
",,W,",PGTM,2017-12-11T00:00:00,GHCND:USW00013986,1314
",,W,",PGTM,2017-12-12T00:00:00,GHCND:USW00013986,4
",,W,",PGTM,2017-12-13T00:00:00,GHCND:USW00013986,1130
",,W,",PGTM,2017-12-14T00:00:00,GHCND:USW00013986,1413
",,W,",PGTM,2017-12-15T00:00:00,GHCND:USW00013986,1240
",,W,",PGTM,2017-12-16T00:00:00,GHCND:USW00013986,1452
",,W,",PGTM,2017-12-17T00:00:00,GHCND:USW00013986,12
",,W,",PGTM,2017-12-18T00:00:00,GHCND:USW00013986,1501
",,W,",PGTM,2017-12-19T00:00:00,GHCND:USW00013986,1921
",,W,",PGTM,2017-12-20T00:00:00,GHCND:USW00013986,2153
",,W,",PGTM,2017-12-21T00:00:00,GHCND:USW00013986,1530
",,W,",PGTM,2017-12-22T00:00:00,GHCND:USW00013986,514
",,W,",PGTM,2017-12-23T00:00:00,GHCND:USW00013986,2317
",,W,",PGTM,2017-12-24T00:00:00,GHCND:USW00013986,1322
",,W,",PGTM,2017-12-25T00:00:00,GHCND:USW00013986,2201
",,W,",PGTM,2017-12-26T00:00:00,GHCND:USW00013986,57
",,W,",PGTM,2017-12-27T00:00:00,GHCND:USW00013986,1757
",,W,",PGTM,2017-12-28T00:00:00,GHCND:USW00013986,1055
",,W,",PGTM,2017-12-29T00:00:00,GHCND:USW00013986,1045
",,W,",PGTM,2017-12-30T00:00:00,GHCND:USW00013986,24
",,W,",PGTM,2017-12-31T00:00:00,GHCND:USW00013986,1229
